full_name,state,party,role,cc_score,cc_score_state_mean,color,x_score
Clinton Calabrese,New Jersey,Democrat,Representative,95.8,72.75170027,blue,95.8
Paul Moriarty,New Jersey,Democrat,Representative,96.4,72.75170027,blue,96.4
Annette Chaparro,New Jersey,Democrat,Representative,96.2,72.75170027,blue,96.2
Mila Jasey,New Jersey,Democrat,Representative,96.6,72.75170027,blue,96.6
James Holzapfel,New Jersey,Republican,Senator,47.2,72.75170027,red,47.2
Shelly Willingham,North Carolina,Democrat,Representative,92.3,49.97215109,blue,92.3
Sydney Batch,North Carolina,Democrat,Senator,100,49.97215109,blue,100
Deb Butler,North Carolina,Democrat,Representative,100,49.97215109,blue,100
Ralph Hise,North Carolina,Republican,Senator,9.5,49.97215109,red,9.5
Jeff Zenger,North Carolina,Republican,Representative,N/A,49.97215109,grey,120
Bobby Hanig,North Carolina,Republican,Representative,60,49.97215109,red,60
Gladys Robinson,North Carolina,Democrat,Senator,90.2,49.97215109,blue,90.2
Steve Tyson,North Carolina,Republican,Representative,N/A,49.97215109,grey,120
Allen McNeill,North Carolina,Republican,Representative,10.8,49.97215109,red,10.8
James Dixon,North Carolina,Republican,Representative,20.5,49.97215109,red,20.5
Michael Lee,North Carolina,Republican,Senator,0,49.97215109,red,0
DeAndrea Salvador,North Carolina,Democrat,Senator,N/A,49.97215109,grey,120
Allison Dahle,North Carolina,Democrat,Representative,100,49.97215109,blue,100
William Brisson,North Carolina,Republican,Representative,18.2,49.97215109,red,18.2
Paul Lowe,North Carolina,Democrat,Senator,70.7,49.97215109,blue,70.7
Larry Strickland,North Carolina,Republican,Representative,27.3,49.97215109,red,27.3
Johnnie Autry,North Carolina,Democrat,Representative,100,49.97215109,blue,100
Jeffrey McNeely,North Carolina,Republican,Representative,0,49.97215109,red,0
Kelly Hastings,North Carolina,Republican,Representative,6.7,49.97215109,red,6.7
Raymond Smith,North Carolina,Democrat,Representative,100,49.97215109,blue,100
Charles Graham,North Carolina,Democrat,Representative,57.1,49.97215109,blue,57.1
Kandie Smith,North Carolina,Democrat,Representative,100,49.97215109,blue,100
Michael Wray,North Carolina,Democrat,Representative,46.2,49.97215109,blue,46.2
Timothy Moore,North Carolina,Republican,Representative,6.9,49.97215109,red,6.9
Cynthia Ball,North Carolina,Democrat,Representative,100,49.97215109,blue,100
Mark Brody,North Carolina,Republican,Representative,10.3,49.97215109,red,10.3
Benjamin Clark,North Carolina,Democrat,Senator,57.8,49.97215109,blue,57.8
Danny Britt,North Carolina,Republican,Senator,8.7,49.97215109,red,8.7
Charles Edwards,North Carolina,Republican,Senator,7.7,49.97215109,red,7.7
Ashton Clemmons,North Carolina,Democrat,Representative,100,49.97215109,blue,100
Graig Meyer,North Carolina,Democrat,Representative,92.1,49.97215109,blue,92.1
Thomas McInnis,North Carolina,Republican,Senator,8.3,49.97215109,red,8.3
Julie von Haefen,North Carolina,Democrat,Representative,100,49.97215109,blue,100
William Jackson,North Carolina,Republican,Senator,8.3,49.97215109,red,8.3
Kyle Hall,North Carolina,Republican,Representative,27.3,49.97215109,red,27.3
James Clampitt,North Carolina,Republican,Representative,0,49.97215109,red,0
Joyce Waddell,North Carolina,Democrat,Senator,81.2,49.97215109,blue,81.2
John Faircloth,North Carolina,Republican,Representative,17.9,49.97215109,red,17.9
Sarah Stevens,North Carolina,Republican,Representative,18.2,49.97215109,red,18.2
Milton Fitch,North Carolina,Democrat,Senator,66.7,49.97215109,blue,66.7
James Roberson,North Carolina,Democrat,Representative,N/A,49.97215109,grey,120
Edward Goodwin,North Carolina,Republican,Representative,60,49.97215109,red,60
Warren Daniel,North Carolina,Republican,Senator,14,49.97215109,red,14
James Boles,North Carolina,Republican,Representative,10.5,49.97215109,red,10.5
Matthew Winslow,North Carolina,Republican,Representative,N/A,49.97215109,grey,120
Lisa Barnes,North Carolina,Republican,Senator,40,49.97215109,red,40
Vickie Sawyer,North Carolina,Republican,Senator,50,49.97215109,red,50
Lawrence Yarborough,North Carolina,Republican,Representative,21.1,49.97215109,red,21.1
Larry Pittman,North Carolina,Republican,Representative,10.3,49.97215109,red,10.3
Keith Kidwell,North Carolina,Republican,Representative,20,49.97215109,red,20
Francis Iler,North Carolina,Republican,Representative,10.8,49.97215109,red,10.8
Amos Quick,North Carolina,Democrat,Representative,100,49.97215109,blue,100
Vernetta Alston,North Carolina,Democrat,Representative,N/A,49.97215109,grey,120
James Woodard,North Carolina,Democrat,Senator,91.3,49.97215109,blue,91.3
George Cleveland,North Carolina,Republican,Representative,23.3,49.97215109,red,23.3
Linda Cooper-Suggs,North Carolina,Democrat,Representative,N/A,49.97215109,grey,120
Deanna Ballard,North Carolina,Republican,Senator,5.6,49.97215109,red,5.6
Carson Smith,North Carolina,Republican,Representative,40,49.97215109,red,40
Paul Newton,North Carolina,Republican,Senator,7.7,49.97215109,red,7.7
Robert Steinburg,North Carolina,Republican,Senator,16.7,49.97215109,red,16.7
Kelly Alexander,North Carolina,Democrat,Representative,71.4,49.97215109,blue,71.4
Mark Pless,North Carolina,Republican,Representative,N/A,49.97215109,grey,120
Zack Forde-Hawkins,North Carolina,Democrat,Representative,100,49.97215109,blue,100
Brian Farkas,North Carolina,Democrat,Representative,N/A,49.97215109,grey,120
Norman Sanderson,North Carolina,Republican,Senator,12.8,49.97215109,red,12.8
Rosa Gill,North Carolina,Democrat,Representative,100,49.97215109,blue,100
Jonathan Hardister,North Carolina,Republican,Representative,10.3,49.97215109,red,10.3
John Ager,North Carolina,Democrat,Representative,100,49.97215109,blue,100
Wiley Nickel,North Carolina,Democrat,Senator,92.9,49.97215109,blue,92.9
Harold Corbin,North Carolina,Republican,Senator,18.2,49.97215109,red,18.2
Timothy Moffitt,North Carolina,Republican,Representative,N/A,49.97215109,grey,120
Jim Perry,North Carolina,Republican,Senator,14.3,49.97215109,red,14.3
Jim Burgin,North Carolina,Republican,Senator,16.7,49.97215109,red,16.7
Brian Turner,North Carolina,Democrat,Representative,100,49.97215109,blue,100
Terry Brown,North Carolina,Democrat,Representative,N/A,49.97215109,grey,120
Phillip Shepard,North Carolina,Republican,Representative,11.1,49.97215109,red,11.1
Wesley Harris,North Carolina,Democrat,Representative,100,49.97215109,blue,100
Daniel Blue,North Carolina,Democrat,Senator,72.7,49.97215109,blue,72.7
Ray Pickett,North Carolina,Republican,Representative,N/A,49.97215109,grey,120
Nasif Majeed,North Carolina,Democrat,Representative,90,49.97215109,blue,90
Joseph John,North Carolina,Democrat,Representative,100,49.97215109,blue,100
Valerie Jean Foushee,North Carolina,Democrat,Senator,92.3,49.97215109,blue,92.3
Becky Carney,North Carolina,Democrat,Representative,82.1,49.97215109,blue,82.1
John Sauls,North Carolina,Republican,Representative,21.1,49.97215109,red,21.1
Steve Jarvis,North Carolina,Republican,Senator,40,49.97215109,red,40
Marcia Morey,North Carolina,Democrat,Representative,100,49.97215109,blue,100
Ernestine Bazemore,North Carolina,Democrat,Senator,N/A,49.97215109,grey,120
Michael Garrett,North Carolina,Democrat,Senator,100,49.97215109,blue,100
Howard Hunter,North Carolina,Democrat,Representative,75.7,49.97215109,blue,75.7
Carolyn Logan,North Carolina,Democrat,Representative,100,49.97215109,blue,100
Carl Ford,North Carolina,Republican,Senator,9.3,49.97215109,red,9.3
David Martin,North Carolina,Democrat,Representative,100,49.97215109,blue,100
Dean Proctor,North Carolina,Republican,Senator,N/A,49.97215109,grey,120
Kirk deViere,North Carolina,Democrat,Senator,100,49.97215109,blue,100
Natalie Murdock,North Carolina,Democrat,Senator,N/A,49.97215109,grey,120
Brenden Jones,North Carolina,Republican,Representative,19,49.97215109,red,19
Sarah Crawford,North Carolina,Democrat,Senator,N/A,49.97215109,grey,120
John Bradford,North Carolina,Republican,Representative,12,49.97215109,red,12
Mujtaba Mohammed,North Carolina,Democrat,Senator,100,49.97215109,blue,100
Joyce Krawiec,North Carolina,Republican,Senator,8.3,49.97215109,red,8.3
Evelyn Terry,North Carolina,Democrat,Representative,97.4,49.97215109,blue,97.4
Jay Chaudhuri,North Carolina,Democrat,Senator,100,49.97215109,blue,100
Terry Garrison,North Carolina,Democrat,Representative,95,49.97215109,blue,95
Verla Insko,North Carolina,Democrat,Representative,100,49.97215109,blue,100
Mitchell Setzer,North Carolina,Republican,Representative,23.7,49.97215109,red,23.7
Dudley Greene,North Carolina,Republican,Representative,N/A,49.97215109,grey,120
Rachel Hunt,North Carolina,Democrat,Representative,100,49.97215109,blue,100
Howard Penny,North Carolina,Republican,Representative,N/A,49.97215109,grey,120
Jason Saine,North Carolina,Republican,Representative,18.2,49.97215109,red,18.2
Donna White,North Carolina,Republican,Representative,27.3,49.97215109,red,27.3
Erin Pare,North Carolina,Republican,Representative,N/A,49.97215109,grey,120
Hugh Blackwell,North Carolina,Republican,Representative,28.1,49.97215109,red,28.1
Chris Humphrey,North Carolina,Republican,Representative,60,49.97215109,red,60
Karl Gillespie,North Carolina,Republican,Representative,N/A,49.97215109,grey,120
Destin Hall,North Carolina,Republican,Representative,36.4,49.97215109,red,36.4
Cecil Brockman,North Carolina,Democrat,Representative,89.2,49.97215109,blue,89.2
Todd Johnson,North Carolina,Republican,Senator,0,49.97215109,red,0
John Szoka,North Carolina,Republican,Representative,25.6,49.97215109,red,25.6
Amy Galey,North Carolina,Republican,Senator,N/A,49.97215109,grey,120
Gale Adcock,North Carolina,Democrat,Representative,89.2,49.97215109,blue,89.2
Patricia Hurley,North Carolina,Republican,Representative,10.3,49.97215109,red,10.3
Larry Potts,North Carolina,Republican,Representative,18.2,49.97215109,red,18.2
Philip Berger,North Carolina,Republican,Senator,8.5,49.97215109,red,8.5
Kristin Baker,North Carolina,Republican,Representative,N/A,49.97215109,grey,120
Larry Arp,North Carolina,Republican,Representative,10.8,49.97215109,red,10.8
Jeffrey Elmore,North Carolina,Republican,Representative,11.8,49.97215109,red,11.8
Garland Pierce,North Carolina,Democrat,Representative,74.4,49.97215109,blue,74.4
Brandon Lofton,North Carolina,Democrat,Representative,100,49.97215109,blue,100
Dana Bumgardner,North Carolina,Republican,Representative,28.6,49.97215109,red,28.6
Walter Zachary,North Carolina,Republican,Representative,15.8,49.97215109,red,15.8
John Torbett,North Carolina,Republican,Representative,15.4,49.97215109,red,15.4
Abraham Jones,North Carolina,Democrat,Representative,N/A,49.97215109,grey,120
James Gailliard,North Carolina,Democrat,Representative,100,49.97215109,blue,100
Ben Moss,North Carolina,Republican,Representative,N/A,49.97215109,grey,120
Donald Davis,North Carolina,Democrat,Senator,72.9,49.97215109,blue,72.9
Dennis Riddell,North Carolina,Republican,Representative,15.4,49.97215109,red,15.4
Mary Harrison,North Carolina,Democrat,Representative,100,49.97215109,blue,100
Wayne Sasser,North Carolina,Republican,Representative,40,49.97215109,red,40
Harry Warren,North Carolina,Republican,Representative,15.8,49.97215109,red,15.8
Robert Davis,North Carolina,Republican,Representative,32.4,49.97215109,red,32.4
Jake Johnson,North Carolina,Republican,Representative,0,49.97215109,red,0
David Rogers,North Carolina,Republican,Representative,19,49.97215109,red,19
David Willis,North Carolina,Republican,Representative,N/A,49.97215109,grey,120
James Adams,North Carolina,Republican,Representative,18.4,49.97215109,red,18.4
Michael Lazzara,North Carolina,Republican,Senator,N/A,49.97215109,grey,120
Ted Alexander,North Carolina,Republican,Senator,14.3,49.97215109,red,14.3
Robert Reives,North Carolina,Democrat,Representative,100,49.97215109,blue,100
Samuel Watford,North Carolina,Republican,Representative,6.9,49.97215109,red,6.9
Natasha Marcus,North Carolina,Democrat,Senator,100,49.97215109,blue,100
Julie Mayfield,North Carolina,Democrat,Senator,N/A,49.97215109,grey,120
Diane Wheatley,North Carolina,Republican,Representative,N/A,49.97215109,grey,120
Amber Baker,North Carolina,Democrat,Representative,N/A,49.97215109,grey,120
Julia Howard,North Carolina,Republican,Representative,21.6,49.97215109,red,21.6
John Bell,North Carolina,Republican,Representative,10.3,49.97215109,red,10.3
Patricia McElraft,North Carolina,Republican,Representative,10.5,49.97215109,red,10.5
David Craven,North Carolina,Republican,Senator,N/A,49.97215109,grey,120
Carla Cunningham,North Carolina,Democrat,Representative,80.6,49.97215109,blue,80.6
Kathryn Harrington,North Carolina,Republican,Senator,11.1,49.97215109,red,11.1
Marvin Lucas,North Carolina,Democrat,Representative,69.4,49.97215109,blue,69.4
Jerry Carter,North Carolina,Republican,Representative,40,49.97215109,red,40
Charles Miller,North Carolina,Republican,Representative,N/A,49.97215109,grey,120
Terence Everitt,North Carolina,Democrat,Representative,100,49.97215109,blue,100
William Rabon,North Carolina,Republican,Senator,8.7,49.97215109,red,8.7
Ricky Hurtado,North Carolina,Democrat,Representative,N/A,49.97215109,grey,120
Susan Fisher,North Carolina,Democrat,Representative,100,49.97215109,blue,100
Jeffrey Jackson,North Carolina,Democrat,Senator,92.3,49.97215109,blue,92.3
Donny Lambeth,North Carolina,Republican,Representative,10.5,49.97215109,red,10.5
Grey Mills,North Carolina,Republican,Representative,N/A,49.97215109,grey,120
Mary Belk,North Carolina,Democrat,Representative,100,49.97215109,blue,100
William Richardson,North Carolina,Democrat,Representative,60,49.97215109,blue,60
Jeff Reardon,Oregon,Democrat,Representative,86.8,65.31416017,blue,86.8
Chuck Thomsen,Oregon,Republican,Senator,24.2,65.31416017,red,24.2
Julianne Fahey,Oregon,Democrat,Representative,89.3,65.31416017,blue,89.3
Andrea Salinas,Oregon,Democrat,Representative,87.5,65.31416017,blue,87.5
Jami Cate,Oregon,Republican,Representative,N/A,65.31416017,grey,120
Kimberly Wallan,Oregon,Republican,Representative,33.3,65.31416017,red,33.3
Kim Thatcher,Oregon,Republican,Senator,9.4,65.31416017,red,9.4
Katherine Lieber,Oregon,Democrat,Senator,N/A,65.31416017,grey,120
Ronald Noble,Oregon,Republican,Representative,40.7,65.31416017,red,40.7
Tim Knopp,Oregon,Republican,Senator,32.4,65.31416017,red,32.4
Floyd Prozanski,Oregon,Democrat,Senator,94.1,65.31416017,blue,94.1
Barbara Warner,Oregon,Democrat,Representative,89.2,65.31416017,blue,89.2
Bill Hansell,Oregon,Republican,Senator,35.3,65.31416017,red,35.3
Gregory Smith,Oregon,Republican,Representative,30.3,65.31416017,red,30.3
Janelle Bynum,Oregon,Democrat,Representative,71.4,65.31416017,blue,71.4
Deb Patterson,Oregon,Democrat,Senator,N/A,65.31416017,grey,120
Charles Riley,Oregon,Democrat,Senator,88.2,65.31416017,blue,88.2
Dacia Grayber,Oregon,Democrat,Representative,N/A,65.31416017,grey,120
Elizabeth Steiner Hayward,Oregon,Democrat,Senator,78.8,65.31416017,blue,78.8
Mike Nearman,Oregon,Republican,Representative,7.9,65.31416017,red,7.9
Khanh Pham,Oregon,Democrat,Representative,N/A,65.31416017,grey,120
Robert Nosse,Oregon,Democrat,Representative,97.4,65.31416017,blue,97.4
Marshall Wilde,Oregon,Democrat,Representative,87.5,65.31416017,blue,87.5
John Lively,Oregon,Democrat,Representative,86.8,65.31416017,blue,86.8
Boomer Wright,Oregon,Republican,Representative,N/A,65.31416017,grey,120
David Gomberg,Oregon,Democrat,Representative,92.1,65.31416017,blue,92.1
Pam Marsh,Oregon,Democrat,Representative,100,65.31416017,blue,100
Zach Hudson,Oregon,Democrat,Representative,N/A,65.31416017,grey,120
Tina Kotek,Oregon,Democrat,Representative,87.5,65.31416017,blue,87.5
Peter Courtney,Oregon,Democrat,Senator,78.8,65.31416017,blue,78.8
Nancy Nathanson,Oregon,Democrat,Representative,92.1,65.31416017,blue,92.1
Mark Owens,Oregon,Republican,Representative,N/A,65.31416017,grey,120
Jason Kropf,Oregon,Democrat,Representative,N/A,65.31416017,grey,120
Andrea Valderrama,Oregon,Democrat,Representative,N/A,65.31416017,grey,120
Rob Wagner,Oregon,Democrat,Senator,94.4,65.31416017,blue,94.4
Rachel Prusak,Oregon,Democrat,Representative,100,65.31416017,blue,100
Courtney Neron,Oregon,Democrat,Representative,93.8,65.31416017,blue,93.8
Chris Gorsek,Oregon,Democrat,Senator,88.9,65.31416017,blue,88.9
Susan McLain,Oregon,Democrat,Representative,86.8,65.31416017,blue,86.8
Lisa Reynolds,Oregon,Democrat,Representative,N/A,65.31416017,grey,120
Tawna Sanchez,Oregon,Democrat,Representative,96.2,65.31416017,blue,96.2
Paul Holvey,Oregon,Democrat,Representative,92.1,65.31416017,blue,92.1
Ricki Ruiz,Oregon,Democrat,Representative,N/A,65.31416017,grey,120
Lynn Findley,Oregon,Republican,Senator,42.9,65.31416017,red,42.9
Lew Frederick,Oregon,Democrat,Senator,91.4,65.31416017,blue,91.4
Duane Stark,Oregon,Republican,Representative,11.8,65.31416017,red,11.8
Ken Helm,Oregon,Democrat,Representative,92.1,65.31416017,blue,92.1
Jeffrey Golden,Oregon,Democrat,Senator,100,65.31416017,blue,100
Eric Reschke,Oregon,Republican,Representative,7.1,65.31416017,red,7.1
Bobby Levy,Oregon,Republican,Representative,N/A,65.31416017,grey,120
Karin Power,Oregon,Democrat,Representative,82.1,65.31416017,blue,82.1
Mark Meek,Oregon,Democrat,Representative,85.7,65.31416017,blue,85.7
Lily Morgan,Oregon,Republican,Representative,N/A,65.31416017,grey,120
Janeen Sollman,Oregon,Democrat,Representative,82.1,65.31416017,blue,82.1
Joseph Zika,Oregon,Republican,Representative,43.8,65.31416017,red,43.8
Paul Evans,Oregon,Democrat,Representative,80.6,65.31416017,blue,80.6
Bradley Witt,Oregon,Democrat,Representative,63.9,65.31416017,blue,63.9
Sara Gelser,Oregon,Democrat,Senator,100,65.31416017,blue,100
Leslee Beyer,Oregon,Democrat,Senator,66.7,65.31416017,blue,66.7
Bill Post,Oregon,Republican,Representative,2.6,65.31416017,red,2.6
Elizabeth Johnson,Oregon,Democrat,Senator,45.5,65.31416017,blue,45.5
Christine Drazan,Oregon,Republican,Representative,37.5,65.31416017,red,37.5
Suzanne Weber,Oregon,Republican,Representative,N/A,65.31416017,grey,120
Michael Dembrow,Oregon,Democrat,Senator,88.2,65.31416017,blue,88.2
Rick Lewis,Oregon,Republican,Representative,53.6,65.31416017,red,53.6
Dallas Heard,Oregon,Republican,Senator,24.3,65.31416017,red,24.3
Art Robinson,Oregon,Republican,Senator,N/A,65.31416017,grey,120
James Manning,Oregon,Democrat,Senator,92,65.31416017,blue,92
Daniel Bonham,Oregon,Republican,Representative,18.8,65.31416017,red,18.8
Richard Anderson,Oregon,Republican,Senator,N/A,65.31416017,grey,120
David Smith,Oregon,Republican,Representative,48,65.31416017,red,48
Anna Williams,Oregon,Democrat,Representative,84.6,65.31416017,blue,84.6
Shelly Boshart Davis,Oregon,Republican,Representative,31.2,65.31416017,red,31.2
Vikki Breese-Iverson,Oregon,Republican,Representative,N/A,65.31416017,grey,120
Raquel Moore-Green,Oregon,Republican,Representative,N/A,65.31416017,grey,120
