full_name,state,party,role,cc_score,cc_score_state_mean,color,x_score
Karen Mayne,Utah,Democrat,Senator,77.1,56.75335086,blue,77.1
Keith Grover,Utah,Republican,Senator,51.1,56.75335086,red,51.1
Derrin Owens,Utah,Republican,Senator,39.5,56.75335086,red,39.5
Gregg Buxton,Utah,Republican,Senator,58.7,56.75335086,red,58.7
Curtis Bramble,Utah,Republican,Senator,55.6,56.75335086,red,55.6
Wayne Harper,Utah,Republican,Senator,56.2,56.75335086,red,56.2
Derek Kitchen,Utah,Democrat,Senator,83.7,56.75335086,blue,83.7
Ronald Winterton,Utah,Republican,Senator,44,56.75335086,red,44
Jani Iwamoto,Utah,Democrat,Senator,87.5,56.75335086,blue,87.5
Gene Davis,Utah,Democrat,Senator,77.8,56.75335086,blue,77.8
Jerry Stevenson,Utah,Republican,Senator,50,56.75335086,red,50
David Hinkins,Utah,Republican,Senator,36.2,56.75335086,red,36.2
Mike McKell,Utah,Republican,Senator,48.8,56.75335086,red,48.8
Daniel McCay,Utah,Republican,Senator,43.2,56.75335086,red,43.2
Lincoln Fillmore,Utah,Republican,Senator,61.5,56.75335086,red,61.5
Evan Vickers,Utah,Republican,Senator,46.8,56.75335086,red,46.8
Michael Kennedy,Utah,Republican,Senator,N/A,56.75335086,grey,120
Daniel Thatcher,Utah,Republican,Senator,53.3,56.75335086,red,53.3
Stuart Adams,Utah,Republican,Senator,57.8,56.75335086,red,57.8
Don Ipson,Utah,Republican,Senator,35.9,56.75335086,red,35.9
Scott Sandall,Utah,Republican,Senator,48.9,56.75335086,red,48.9
John Johnson,Utah,Republican,Senator,N/A,56.75335086,grey,120
Todd Weiler,Utah,Republican,Senator,63.3,56.75335086,red,63.3
Kirk Cullimore,Utah,Republican,Senator,62.8,56.75335086,red,62.8
Mike Schultz,Utah,Republican,Representative,38.9,56.75335086,red,38.9
Stephanie Pitcher,Utah,Democrat,Representative,100,56.75335086,blue,100
Rex Shipp,Utah,Republican,Representative,42.6,56.75335086,red,42.6
Carl Albrecht,Utah,Republican,Representative,29.5,56.75335086,red,29.5
Brad Wilson,Utah,Republican,Representative,50,56.75335086,red,50
Steven Lund,Utah,Republican,Representative,N/A,56.75335086,grey,120
Mark Strong,Utah,Republican,Representative,30.4,56.75335086,red,30.4
Mike Petersen,Utah,Republican,Representative,N/A,56.75335086,grey,120
Suzanne Harrison,Utah,Democrat,Representative,100,56.75335086,blue,100
Robert Spendlove,Utah,Republican,Representative,59.5,56.75335086,red,59.5
Cory Maloy,Utah,Republican,Representative,31.1,56.75335086,red,31.1
Walt Brooks,Utah,Republican,Representative,37.2,56.75335086,red,37.2
Gay Lynn Bennion,Utah,Democrat,Representative,N/A,56.75335086,grey,120
Val Peterson,Utah,Republican,Representative,29.8,56.75335086,red,29.8
Doug Welton,Utah,Republican,Representative,N/A,56.75335086,grey,120
Calvin Musselman,Utah,Republican,Representative,47.6,56.75335086,red,47.6
Scott Chew,Utah,Republican,Representative,37.2,56.75335086,red,37.2
Rosemary Lesser,Utah,Democrat,Representative,N/A,56.75335086,grey,120
Phil Lyman,Utah,Republican,Representative,34,56.75335086,red,34
Jefferson Moss,Utah,Republican,Representative,22.9,56.75335086,red,22.9
Timothy Hawkes,Utah,Republican,Representative,44.2,56.75335086,red,44.2
Francis Gibson,Utah,Republican,Representative,50,56.75335086,red,50
Ryan Wilcox,Utah,Republican,Representative,N/A,56.75335086,grey,120
V. Lowry Snow,Utah,Republican,Representative,50,56.75335086,red,50
Brady Brammer,Utah,Republican,Representative,50,56.75335086,red,50
Casey Snider,Utah,Republican,Representative,35.6,56.75335086,red,35.6
Craig Hall,Utah,Republican,Representative,72.3,56.75335086,red,72.3
Karianne Lisonbee,Utah,Republican,Representative,37.8,56.75335086,red,37.8
Angela Romero,Utah,Democrat,Representative,100,56.75335086,blue,100
Jordan Teuscher,Utah,Republican,Representative,N/A,56.75335086,grey,120
Melissa Garff Ballard,Utah,Republican,Representative,46.8,56.75335086,red,46.8
Keven Stratton,Utah,Republican,Representative,45.5,56.75335086,red,45.5
Christine Watkins,Utah,Republican,Representative,48.8,56.75335086,red,48.8
Cheryl Acton,Utah,Republican,Representative,40.4,56.75335086,red,40.4
Kera Birkeland,Utah,Republican,Representative,N/A,56.75335086,grey,120
Jennifer Dailey-Provost,Utah,Democrat,Representative,100,56.75335086,blue,100
Mike Winder,Utah,Republican,Representative,70.2,56.75335086,red,70.2
Doug Owens,Utah,Democrat,Representative,N/A,56.75335086,grey,120
Susan Pulsipher,Utah,Republican,Representative,36.2,56.75335086,red,36.2
Carol Moss,Utah,Democrat,Representative,95.7,56.75335086,blue,95.7
Jefferson Burton,Utah,Republican,Representative,N/A,56.75335086,grey,120
Bradley Last,Utah,Republican,Representative,43.8,56.75335086,red,43.8
Steve Waldrip,Utah,Republican,Representative,68.9,56.75335086,red,68.9
Norman Thurston,Utah,Republican,Representative,36.2,56.75335086,red,36.2
Paul Ray,Utah,Republican,Representative,40,56.75335086,red,40
Karen Kwan,Utah,Democrat,Representative,91.5,56.75335086,blue,91.5
Merrill Nelson,Utah,Republican,Representative,42.2,56.75335086,red,42.2
Nelson Abbott,Utah,Republican,Representative,N/A,56.75335086,grey,120
Kelly Miles,Utah,Republican,Representative,54.3,56.75335086,red,54.3
Matthew Gwynn,Utah,Republican,Representative,N/A,56.75335086,grey,120
Brian King,Utah,Democrat,Representative,93.3,56.75335086,blue,93.3
Joel Ferry,Utah,Republican,Representative,47.6,56.75335086,red,47.6
Elizabeth Weight,Utah,Democrat,Representative,91.1,56.75335086,blue,91.1
Raymond Ward,Utah,Republican,Representative,66.7,56.75335086,red,66.7
Adam Robertson,Utah,Republican,Representative,32.6,56.75335086,red,32.6
Candice Pierucci,Utah,Republican,Representative,59.1,56.75335086,red,59.1
Steve Christiansen,Utah,Republican,Representative,45.8,56.75335086,red,45.8
Steve Eliason,Utah,Republican,Representative,50,56.75335086,red,50
Mark Wheatley,Utah,Democrat,Representative,88.6,56.75335086,blue,88.6
Stewart Barlow,Utah,Republican,Representative,36.2,56.75335086,red,36.2
Andrew Stoddard,Utah,Democrat,Representative,93.6,56.75335086,blue,93.6
Stephen Handy,Utah,Republican,Representative,52.3,56.75335086,red,52.3
Dan Johnson,Utah,Republican,Representative,59.1,56.75335086,red,59.1
Kay Christofferson,Utah,Republican,Representative,27.7,56.75335086,red,27.7
Clare Collard,Utah,Democrat,Representative,N/A,56.75335086,grey,120
Marsha Judkins,Utah,Republican,Representative,64.4,56.75335086,red,64.4
Mike Kohler,Utah,Republican,Representative,N/A,56.75335086,grey,120
Douglas Sagers,Utah,Republican,Representative,61.4,56.75335086,red,61.4
James Dunnigan,Utah,Republican,Representative,63.6,56.75335086,red,63.6
Ashlee Matthews,Utah,Democrat,Representative,N/A,56.75335086,grey,120
Travis Seegmiller,Utah,Republican,Representative,34.1,56.75335086,red,34.1
Jon Hawkins,Utah,Republican,Representative,50,56.75335086,red,50
Joel Briscoe,Utah,Democrat,Representative,100,56.75335086,blue,100
Jeffrey Stenquist,Utah,Republican,Representative,53.5,56.75335086,red,53.5
Sandra Hollins,Utah,Democrat,Representative,100,56.75335086,blue,100
Adam Ebbin,Virginia,Democrat,Senator,95.7,69.6234861,blue,95.7
Danica Roem,Virginia,Democrat,Representative,100,69.6234861,blue,100
Lashrecse Aird,Virginia,Democrat,Representative,96.8,69.6234861,blue,96.8
Keith Hodges,Virginia,Republican,Representative,42.7,69.6234861,red,42.7
Karrie Delaney,Virginia,Democrat,Representative,100,69.6234861,blue,100
Lamont Bagby,Virginia,Democrat,Representative,97.9,69.6234861,blue,97.9
Charniele Herring,Virginia,Democrat,Representative,99,69.6234861,blue,99
Daniel Marshall,Virginia,Republican,Representative,43.8,69.6234861,red,43.8
Clinton Jenkins,Virginia,Democrat,Representative,100,69.6234861,blue,100
Todd Pillion,Virginia,Republican,Senator,43.9,69.6234861,red,43.9
Joseph Morrissey,Virginia,Democrat,Senator,100,69.6234861,blue,100
Mamie Locke,Virginia,Democrat,Senator,97.8,69.6234861,blue,97.8
Jeffrey Campbell,Virginia,Republican,Representative,34.7,69.6234861,red,34.7
Betsy Carr,Virginia,Democrat,Representative,100,69.6234861,blue,100
James Leftwich,Virginia,Republican,Representative,44.7,69.6234861,red,44.7
Steve Heretick,Virginia,Democrat,Representative,91.6,69.6234861,blue,91.6
Israel O'Quinn,Virginia,Republican,Representative,32.4,69.6234861,red,32.4
Mark Sickles,Virginia,Democrat,Representative,98.1,69.6234861,blue,98.1
Schuyler VanValkenburg,Virginia,Democrat,Representative,98.5,69.6234861,blue,98.5
Emily Brewer,Virginia,Republican,Representative,27.7,69.6234861,red,27.7
John Bell,Virginia,Democrat,Senator,98.9,69.6234861,blue,98.9
Siobhan Dunnavant,Virginia,Republican,Senator,46.5,69.6234861,red,46.5
Lynwood Lewis,Virginia,Democrat,Senator,86.8,69.6234861,blue,86.8
Lionell Spruill,Virginia,Democrat,Senator,95.8,69.6234861,blue,95.8
Creigh Deeds,Virginia,Democrat,Senator,100,69.6234861,blue,100
Sam Rasoul,Virginia,Democrat,Representative,92.2,69.6234861,blue,92.2
Paul Krizek,Virginia,Democrat,Representative,98.9,69.6234861,blue,98.9
James Morefield,Virginia,Republican,Representative,31.5,69.6234861,red,31.5
Louise Lucas,Virginia,Democrat,Senator,98.9,69.6234861,blue,98.9
Joseph McNamara,Virginia,Republican,Representative,27.3,69.6234861,red,27.3
David Suetterlein,Virginia,Republican,Senator,32.9,69.6234861,red,32.9
Robert Bloxom,Virginia,Republican,Representative,46.7,69.6234861,red,46.7
Roslyn Tyler,Virginia,Democrat,Representative,93.3,69.6234861,blue,93.3
Kathleen Murphy,Virginia,Democrat,Representative,98.1,69.6234861,blue,98.1
Dave Marsden,Virginia,Democrat,Senator,91.9,69.6234861,blue,91.9
Hala Ayala,Virginia,Democrat,Representative,98.5,69.6234861,blue,98.5
Chris Head,Virginia,Republican,Representative,29.7,69.6234861,red,29.7
Bill DeSteph,Virginia,Republican,Senator,41.1,69.6234861,red,41.1
Richard Saslaw,Virginia,Democrat,Senator,95.7,69.6234861,blue,95.7
Mark Levine,Virginia,Democrat,Representative,100,69.6234861,blue,100
Todd Gilbert,Virginia,Republican,Representative,21.6,69.6234861,red,21.6
Marcia Price,Virginia,Democrat,Representative,97.9,69.6234861,blue,97.9
Jason Miyares,Virginia,Republican,Representative,45.3,69.6234861,red,45.3
Jeffrey Bourne,Virginia,Democrat,Representative,97.3,69.6234861,blue,97.3
Lee Ware,Virginia,Republican,Representative,47.6,69.6234861,red,47.6
Marcus Simon,Virginia,Democrat,Representative,100,69.6234861,blue,100
James Edmunds,Virginia,Republican,Representative,44.9,69.6234861,red,44.9
Les Adams,Virginia,Republican,Representative,34.6,69.6234861,red,34.6
Thomas Norment,Virginia,Republican,Senator,51.1,69.6234861,red,51.1
Patrick Hope,Virginia,Democrat,Representative,100,69.6234861,blue,100
Larry Rush,Virginia,Republican,Representative,37.9,69.6234861,red,37.9
Ghazala Hashmi,Virginia,Democrat,Senator,100,69.6234861,blue,100
Luke Torian,Virginia,Democrat,Representative,90.3,69.6234861,blue,90.3
Dawn Adams,Virginia,Democrat,Representative,97,69.6234861,blue,97
Candi Mundon King,Virginia,Democrat,Representative,N/A,69.6234861,grey,120
Joshua Cole,Virginia,Democrat,Representative,100,69.6234861,blue,100
Carrie Coyner,Virginia,Republican,Representative,32.4,69.6234861,red,32.4
Nancy Guy,Virginia,Democrat,Representative,100,69.6234861,blue,100
Don Scott,Virginia,Democrat,Representative,100,69.6234861,blue,100
Chris Runion,Virginia,Republican,Representative,27,69.6234861,red,27
Suhas Subramanyam,Virginia,Democrat,Representative,100,69.6234861,blue,100
Richard Sullivan,Virginia,Democrat,Representative,98.1,69.6234861,blue,98.1
Alex Askew,Virginia,Democrat,Representative,100,69.6234861,blue,100
Jerrauld Jones,Virginia,Democrat,Representative,100,69.6234861,blue,100
C.E. Hayes,Virginia,Democrat,Representative,94,69.6234861,blue,94
Margaret Ransone,Virginia,Republican,Representative,33,69.6234861,red,33
Roxann Robinson,Virginia,Republican,Representative,39,69.6234861,red,39
Stephen Newman,Virginia,Republican,Senator,39.3,69.6234861,red,39.3
Delores McQuinn,Virginia,Democrat,Representative,98,69.6234861,blue,98
Jill Vogel,Virginia,Republican,Senator,64,69.6234861,red,64
Kelly Convirs-Fowler,Virginia,Democrat,Representative,100,69.6234861,blue,100
Vivian Watts,Virginia,Democrat,Representative,98.1,69.6234861,blue,98.1
Jennifer McClellan,Virginia,Democrat,Senator,100,69.6234861,blue,100
Kenneth Plum,Virginia,Democrat,Representative,99,69.6234861,blue,99
Barry Knight,Virginia,Republican,Representative,40,69.6234861,red,40
Wendell Walker,Virginia,Republican,Representative,13.5,69.6234861,red,13.5
Nicholas Freitas,Virginia,Republican,Representative,22.6,69.6234861,red,22.6
Barbara Favola,Virginia,Democrat,Senator,96.8,69.6234861,blue,96.8
Michael Webert,Virginia,Republican,Representative,41.4,69.6234861,red,41.4
Kathy Tran,Virginia,Democrat,Representative,100,69.6234861,blue,100
Thomas Wright,Virginia,Republican,Representative,43.8,69.6234861,red,43.8
Ibraheem Samirah,Virginia,Democrat,Representative,100,69.6234861,blue,100
Glenn Davis,Virginia,Republican,Representative,48.5,69.6234861,red,48.5
Ryan McDougle,Virginia,Republican,Senator,41.5,69.6234861,red,41.5
Dan Helmer,Virginia,Democrat,Representative,100,69.6234861,blue,100
Jeion Ward,Virginia,Democrat,Representative,100,69.6234861,blue,100
Bill Wiley,Virginia,Republican,Representative,N/A,69.6234861,grey,120
John Avoli,Virginia,Republican,Representative,27,69.6234861,red,27
Kaye Kory,Virginia,Democrat,Representative,99,69.6234861,blue,99
Sally Hudson,Virginia,Democrat,Representative,100,69.6234861,blue,100
Travis Hackworth,Virginia,Republican,Senator,N/A,69.6234861,grey,120
Michael Mullin,Virginia,Democrat,Representative,98.8,69.6234861,blue,98.8
Chris Hurst,Virginia,Democrat,Representative,95.5,69.6234861,blue,95.5
Tony Wilt,Virginia,Republican,Representative,41.9,69.6234861,red,41.9
Mark Obenshain,Virginia,Republican,Senator,31.9,69.6234861,red,31.9
Terry Austin,Virginia,Republican,Representative,42.6,69.6234861,red,42.6
Robert Bell,Virginia,Republican,Representative,26.7,69.6234861,red,26.7
Richard Stuart,Virginia,Republican,Senator,43.8,69.6234861,red,43.8
Mark Keam,Virginia,Democrat,Representative,99,69.6234861,blue,99
Elizabeth Guzman,Virginia,Democrat,Representative,97,69.6234861,blue,97
Amanda Batten,Virginia,Republican,Representative,24.3,69.6234861,red,24.3
Scott Wyatt,Virginia,Republican,Representative,16.2,69.6234861,red,16.2
Shelly Simonds,Virginia,Democrat,Representative,100,69.6234861,blue,100
George Barker,Virginia,Democrat,Senator,86.2,69.6234861,blue,86.2
David Bulova,Virginia,Democrat,Representative,100,69.6234861,blue,100
Charles Poindexter,Virginia,Republican,Representative,34,69.6234861,red,34
Mark Peake,Virginia,Republican,Senator,34.2,69.6234861,red,34.2
Bryce Reeves,Virginia,Republican,Senator,30.4,69.6234861,red,30.4
Rodney Willett,Virginia,Democrat,Representative,100,69.6234861,blue,100
Eileen Filler-Corn,Virginia,Democrat,Representative,100,69.6234861,blue,100
Jennifer Kiggans,Virginia,Republican,Senator,26.7,69.6234861,red,26.7
William Stanley,Virginia,Republican,Senator,35.9,69.6234861,red,35.9
Martha Mugler,Virginia,Democrat,Representative,100,69.6234861,blue,100
Lee Carter,Virginia,Democrat,Representative,95.5,69.6234861,blue,95.5
Mark Cole,Virginia,Republican,Representative,24.8,69.6234861,red,24.8
Jennifer Boysko,Virginia,Democrat,Senator,100,69.6234861,blue,100
David Reid,Virginia,Democrat,Representative,100,69.6234861,blue,100
Kathy Byron,Virginia,Republican,Representative,35,69.6234861,red,35
Jeremy McPike,Virginia,Democrat,Senator,100,69.6234861,blue,100
Robert Orrock,Virginia,Republican,Representative,49,69.6234861,red,49
Frank Ruff,Virginia,Republican,Senator,38.3,69.6234861,red,38.3
Dave LaRock,Virginia,Republican,Representative,38.1,69.6234861,red,38.1
John Edwards,Virginia,Democrat,Senator,83,69.6234861,blue,83
Janet Howell,Virginia,Democrat,Senator,97.9,69.6234861,blue,97.9
Matt Fariss,Virginia,Republican,Representative,35.8,69.6234861,red,35.8
Monty Mason,Virginia,Democrat,Senator,97.9,69.6234861,blue,97.9
Emmett Hanger,Virginia,Republican,Senator,57.4,69.6234861,red,57.4
Ronnie Campbell,Virginia,Republican,Representative,20.4,69.6234861,red,20.4
Angelia Williams Graves,Virginia,Democrat,Representative,N/A,69.6234861,grey,120
Wendy Gooditis,Virginia,Democrat,Representative,100,69.6234861,blue,100
Amanda Chase,Virginia,Republican,Senator,34.9,69.6234861,red,34.9
Kirkland Cox,Virginia,Republican,Representative,36.2,69.6234861,red,36.2
John Petersen,Virginia,Democrat,Senator,90.4,69.6234861,blue,90.4
Hyland Fowler,Virginia,Republican,Representative,49,69.6234861,red,49
Scott Surovell,Virginia,Democrat,Senator,89.4,69.6234861,blue,89.4
Alfonso Lopez,Virginia,Democrat,Representative,100,69.6234861,blue,100
John Cosgrove,Virginia,Republican,Senator,39.4,69.6234861,red,39.4
John McGuire,Virginia,Republican,Representative,31.3,69.6234861,red,31.3
William Wampler,Virginia,Republican,Representative,13.5,69.6234861,red,13.5
Terry Kilgore,Virginia,Republican,Representative,35.1,69.6234861,red,35.1
Liz Lovelett,Washington,Democrat,Senator,100,63.14678896,blue,100
Tarra Simmons,Washington,Democrat,Representative,N/A,63.14678896,grey,120
Lisa Wellman,Washington,Democrat,Senator,100,63.14678896,blue,100
Jenny Graham,Washington,Republican,Representative,20,63.14678896,red,20
Jamie Pedersen,Washington,Democrat,Senator,100,63.14678896,blue,100
Sharon Brown,Washington,Republican,Senator,0,63.14678896,red,0
Claire Wilson,Washington,Democrat,Senator,100,63.14678896,blue,100
Anna Rivers,Washington,Republican,Senator,12.5,63.14678896,red,12.5
Tina Orwall,Washington,Democrat,Representative,100,63.14678896,blue,100
Lauren Davis,Washington,Democrat,Representative,100,63.14678896,blue,100
Steve Bergquist,Washington,Democrat,Representative,100,63.14678896,blue,100
James McCune,Washington,Republican,Senator,N/A,63.14678896,grey,120
Karen Keiser,Washington,Democrat,Senator,97.5,63.14678896,blue,97.5
Derek Stanford,Washington,Democrat,Senator,100,63.14678896,blue,100
Curtis King,Washington,Republican,Senator,14.6,63.14678896,red,14.6
Jeff Wilson,Washington,Republican,Senator,N/A,63.14678896,grey,120
Daniel Griffey,Washington,Republican,Representative,15.9,63.14678896,red,15.9
Reuven Carlyle,Washington,Democrat,Senator,97.4,63.14678896,blue,97.4
Kirsten Harris-Talley,Washington,Democrat,Representative,N/A,63.14678896,grey,120
Tim Sheldon,Washington,Democrat,Senator,22,63.14678896,blue,22
Mike Padden,Washington,Republican,Senator,0,63.14678896,red,0
Lisa Callan,Washington,Democrat,Representative,100,63.14678896,blue,100
Peter Abbarno,Washington,Republican,Representative,N/A,63.14678896,grey,120
Samuel Hunt,Washington,Democrat,Senator,100,63.14678896,blue,100
Emily Wicks,Washington,Democrat,Representative,N/A,63.14678896,grey,120
Mike Volz,Washington,Republican,Representative,7.1,63.14678896,red,7.1
Jessica Bateman,Washington,Democrat,Representative,N/A,63.14678896,grey,120
Bruce Chandler,Washington,Republican,Representative,9.1,63.14678896,red,9.1
Nicole Macri,Washington,Democrat,Representative,100,63.14678896,blue,100
Paul Harris,Washington,Republican,Representative,31.8,63.14678896,red,31.8
Andrew Billig,Washington,Democrat,Senator,90.2,63.14678896,blue,90.2
Carolyn Eslick,Washington,Republican,Representative,25.9,63.14678896,red,25.9
Bradley Klippert,Washington,Republican,Representative,18.2,63.14678896,red,18.2
Chris Corry,Washington,Republican,Representative,25,63.14678896,red,25
My-Linh Thai,Washington,Democrat,Representative,100,63.14678896,blue,100
Manka Dhingra,Washington,Democrat,Senator,100,63.14678896,blue,100
June Robinson,Washington,Democrat,Senator,97.7,63.14678896,blue,97.7
Alex Ramel,Washington,Democrat,Representative,100,63.14678896,blue,100
Jesse Young,Washington,Republican,Representative,23.8,63.14678896,red,23.8
Jim Walsh,Washington,Republican,Representative,0,63.14678896,red,0
Rob Chase,Washington,Republican,Representative,N/A,63.14678896,grey,120
Steve Kirby,Washington,Democrat,Representative,93,63.14678896,blue,93
Mona Das,Washington,Democrat,Senator,100,63.14678896,blue,100
Jamila Taylor,Washington,Democrat,Representative,N/A,63.14678896,grey,120
Jesse Johnson,Washington,Democrat,Representative,100,63.14678896,blue,100
April Berg,Washington,Democrat,Representative,N/A,63.14678896,grey,120
Marko Liias,Washington,Democrat,Senator,87.8,63.14678896,blue,87.8
David Hackney,Washington,Democrat,Representative,N/A,63.14678896,grey,120
Timm Ormsby,Washington,Democrat,Representative,97.7,63.14678896,blue,97.7
Joe Nguyen,Washington,Democrat,Senator,100,63.14678896,blue,100
Joel McEntire,Washington,Republican,Representative,N/A,63.14678896,grey,120
Roger Goodman,Washington,Democrat,Representative,100,63.14678896,blue,100
Lillian Ortiz-Self,Washington,Democrat,Representative,100,63.14678896,blue,100
Brandon Vick,Washington,Republican,Representative,11.4,63.14678896,red,11.4
Tana Senn,Washington,Democrat,Representative,97.7,63.14678896,blue,97.7
Frank Chopp,Washington,Democrat,Representative,93.2,63.14678896,blue,93.2
Keith Goehner,Washington,Republican,Representative,25,63.14678896,red,25
Lynda Wilson,Washington,Republican,Senator,16.3,63.14678896,red,16.3
T'wina Nobles,Washington,Democrat,Senator,N/A,63.14678896,grey,120
Andrew Barkis,Washington,Republican,Representative,18.8,63.14678896,red,18.8
Eric Robertson,Washington,Republican,Representative,N/A,63.14678896,grey,120
David Frockt,Washington,Democrat,Senator,97.6,63.14678896,blue,97.6
Joe Schmick,Washington,Republican,Representative,11.4,63.14678896,red,11.4
Javier Valdez,Washington,Democrat,Representative,100,63.14678896,blue,100
Drew MacEwen,Washington,Republican,Representative,13.9,63.14678896,red,13.9
Strom Peterson,Washington,Democrat,Representative,97.7,63.14678896,blue,97.7
Vicki Kraft,Washington,Republican,Representative,0,63.14678896,red,0
Melanie Morgan,Washington,Democrat,Representative,100,63.14678896,blue,100
Mark Schoesler,Washington,Republican,Senator,4.9,63.14678896,red,4.9
Jesse Salomon,Washington,Democrat,Senator,100,63.14678896,blue,100
Eileen Cody,Washington,Democrat,Representative,97.7,63.14678896,blue,97.7
Laurie Dolan,Washington,Democrat,Representative,96.4,63.14678896,blue,96.4
Noel Frame,Washington,Democrat,Representative,100,63.14678896,blue,100
Cyndy Jacobsen,Washington,Republican,Representative,N/A,63.14678896,grey,120
Shelly Short,Washington,Republican,Senator,11.4,63.14678896,red,11.4
Phil Fortunato,Washington,Republican,Senator,7.4,63.14678896,red,7.4
Lawrence Springer,Washington,Democrat,Representative,88.6,63.14678896,blue,88.6
Debra Lekanoff,Washington,Democrat,Representative,100,63.14678896,blue,100
Alicia Rule,Washington,Democrat,Representative,N/A,63.14678896,grey,120
Alex Ybarra,Washington,Republican,Representative,25,63.14678896,red,25
Marcus Riccelli,Washington,Democrat,Representative,93.2,63.14678896,blue,93.2
Matt Boehnke,Washington,Republican,Representative,18.8,63.14678896,red,18.8
Shelley Kloba,Washington,Democrat,Representative,100,63.14678896,blue,100
Mark Klicker,Washington,Republican,Representative,N/A,63.14678896,grey,120
Pat Sullivan,Washington,Democrat,Representative,93.2,63.14678896,blue,93.2
Larry Hoff,Washington,Republican,Representative,18.8,63.14678896,red,18.8
Keith Wagoner,Washington,Republican,Senator,20,63.14678896,red,20
Amy Walen,Washington,Democrat,Representative,87.5,63.14678896,blue,87.5
Mia Gregerson,Washington,Democrat,Representative,100,63.14678896,blue,100
Liz Berry,Washington,Democrat,Representative,N/A,63.14678896,grey,120
Brad Hawkins,Washington,Republican,Senator,27.3,63.14678896,red,27.3
Steven Conway,Washington,Democrat,Senator,89.7,63.14678896,blue,89.7
Chris Gildon,Washington,Republican,Senator,25,63.14678896,red,25
Robert Hasegawa,Washington,Democrat,Senator,87.8,63.14678896,blue,87.8
Bill Ramos,Washington,Democrat,Representative,100,63.14678896,blue,100
James Wilcox,Washington,Republican,Representative,25.6,63.14678896,red,25.6
Robert Sutherland,Washington,Republican,Representative,12.5,63.14678896,red,12.5
Michelle Caldier,Washington,Republican,Representative,31.8,63.14678896,red,31.8
Gerry Pollet,Washington,Democrat,Representative,100,63.14678896,blue,100
Steve Tharinger,Washington,Democrat,Representative,93.2,63.14678896,blue,93.2
Tom Dent,Washington,Republican,Representative,15.9,63.14678896,red,15.9
Jeff Holy,Washington,Republican,Senator,12.5,63.14678896,red,12.5
Laurie Jinkins,Washington,Democrat,Representative,97.7,63.14678896,blue,97.7
Mike Chapman,Washington,Democrat,Representative,96.4,63.14678896,blue,96.4
Mary Dye,Washington,Republican,Representative,2.7,63.14678896,red,2.7
Sharon Santos,Washington,Democrat,Representative,95.3,63.14678896,blue,95.3
Emily Randall,Washington,Democrat,Senator,100,63.14678896,blue,100
Jim Honeyford,Washington,Republican,Senator,0,63.14678896,red,0
Ed Orcutt,Washington,Republican,Representative,22.7,63.14678896,red,22.7
Debra Entenman,Washington,Democrat,Representative,100,63.14678896,blue,100
John Lovick,Washington,Democrat,Representative,96.4,63.14678896,blue,96.4
Joel Kretz,Washington,Republican,Representative,20.5,63.14678896,red,20.5
Sharon Shewmake,Washington,Democrat,Representative,81.2,63.14678896,blue,81.2
Monica Stonier,Washington,Democrat,Representative,100,63.14678896,blue,100
Perry Dozier,Washington,Republican,Senator,N/A,63.14678896,grey,120
Kelly Chambers,Washington,Republican,Representative,21.4,63.14678896,red,21.4
Bob McCaslin,Washington,Republican,Representative,6.8,63.14678896,red,6.8
Jeremie Dufault,Washington,Republican,Representative,12.5,63.14678896,red,12.5
Greg Gilday,Washington,Republican,Representative,N/A,63.14678896,grey,120
John Braun,Washington,Republican,Senator,14.6,63.14678896,red,14.6
Joe Fitzgibbon,Washington,Democrat,Representative,97.7,63.14678896,blue,97.7
Christine Rolfes,Washington,Democrat,Senator,97.3,63.14678896,blue,97.3
Jake Fey,Washington,Democrat,Representative,100,63.14678896,blue,100
Gina Mosbrucker,Washington,Republican,Representative,29.5,63.14678896,red,29.5
Mike Steele,Washington,Republican,Representative,22.2,63.14678896,red,22.2
Drew Hansen,Washington,Democrat,Representative,95.5,63.14678896,blue,95.5
Patty Kuderer,Washington,Democrat,Senator,97.3,63.14678896,blue,97.3
Michael Sells,Washington,Democrat,Representative,95.5,63.14678896,blue,95.5
Vandana Slatter,Washington,Democrat,Representative,96.4,63.14678896,blue,96.4
Kevin Van De Wege,Washington,Democrat,Senator,86.4,63.14678896,blue,86.4
Jacquelin Maycumber,Washington,Republican,Representative,21.4,63.14678896,red,21.4
Drew Stokesbary,Washington,Republican,Representative,22.7,63.14678896,red,22.7
Sharon Wylie,Washington,Democrat,Representative,100,63.14678896,blue,100
Skyler Rude,Washington,Republican,Representative,25,63.14678896,red,25
Annette Cleveland,Washington,Democrat,Senator,95.1,63.14678896,blue,95.1
Douglas Ericksen,Washington,Republican,Senator,22,63.14678896,red,22
Dan Bronoske,Washington,Democrat,Representative,N/A,63.14678896,grey,120
Cindy Ryu,Washington,Democrat,Representative,95.5,63.14678896,blue,95.5
Steven Hobbs,Washington,Democrat,Senator,73.2,63.14678896,blue,73.2
Rebecca Saldana,Washington,Democrat,Senator,100,63.14678896,blue,100
Davina Duerr,Washington,Democrat,Representative,100,63.14678896,blue,100
Dave Paul,Washington,Democrat,Representative,93.3,63.14678896,blue,93.3
Judith Warnick,Washington,Republican,Senator,19.5,63.14678896,red,19.5
Ron Muzzall,Washington,Republican,Senator,0,63.14678896,red,0
Mark Mullet,Washington,Democrat,Senator,85.4,63.14678896,blue,85.4
